Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidadaos;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Residents Total;Residents 0-14;%Residents 0-14;Residents 15-64;%Residents 15-64;Residents 65+;%Residents 65+;Population without Education;%Population without Education;Population with High School;%Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;%Employees per Sector Agriculture;Employees per Sector Extraction Industries;%Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;%Employees per Sector Transformation Industries;Employees per Sector Construction;%Employees per Sector Construction;Employees per Sector Gross and Retails Markets;%Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;%Employees per Sector Administration and Services;Employees per Economic Sector Banks;%Employees per Economic Sector Banks;Employees per Economic Sector Others;%Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;%Unemployment Total;Unemployment <25;%Unemployment <25
Sernancelhe;3814;0;238;0;0;0;0;0;0;18;0;0;0;2841;0;0;0;0;0;0;0;0;0;0;0;0;0;717;0;0;0;x;5461;567;-1;3464;-1;1430;-1;854;-1;618;-1;12;615.9;1479;518;-1;28;-1;240;-1;157;-1;283;-1;27;-1;0;-1;0;-1;3;276.6;-1;51.2;-1
Tabuaco;3821;0;0;0;0;0;0;0;0;34;0;0;0;0;2277;0;0;0;0;0;0;0;0;0;0;0;0;1510;0;0;0;x;6110;580;-1;4025;-1;1505;-1;964;-1;610;-1;9;724.5;1311;0;-1;0;-1;95;-1;131;-1;171;-1;90;-1;0;-1;24;-1;10;520.2;-1;91.2;-1
Tarouca;4399;0;255;0;0;0;0;0;0;104;0;0;0;2615;0;0;0;0;0;0;0;0;0;0;0;0;0;1425;0;0;0;x;7768;965;-1;5208;-1;1596;-1;990;-1;784;-1;11;672.7;1827;0;-1;0;-1;108;-1;255;-1;585;-1;267;-1;13;-1;0;-1;9;625.6;-1;92.2;-1
Torre de Moncorvo;5340;0;0;0;0;0;0;0;0;111;0;0;0;0;3194;0;0;0;0;0;0;0;0;0;0;0;0;2035;0;0;0;x;7914;634;-1;4458;-1;2823;-1;1641;-1;886;-1;15;905.1;1819;765;-1;13;-1;81;-1;149;-1;358;-1;65;-1;15;-1;0;-1;3;439.3;-1;56.9;-1
Vila Nova de Foz Coa;4748;0;0;0;0;0;0;0;0;50;0;0;0;2501;0;0;0;0;0;0;0;0;0;0;0;0;0;1438;0;0;0;x;6733;634;-1;3973;-1;2127;-1;1204;-1;747;-1;15;726.1;1854;955;-1;63;-1;194;-1;110;-1;233;-1;40;-1;0;-1;0;-1;9;312.2;-1;49.4;-1
Vila Real;30316;520;1161;0;0;0;0;0;0;426;0;0;0;7973;0;0;0;0;0;0;0;0;0;0;0;0;0;20236;0;0;0;x;50224;6700;-1;33634;-1;9891;-1;4468;-1;7426;-1;112;799.5;12888;1904;-1;78;-1;1152;-1;1088;-1;2661;-1;728;-1;140;-1;27;-1;129;3186.3;-1;382;-1
Alfandega da Fe;3728;0;0;0;0;0;0;0;0;41;0;0;0;0;1746;0;0;0;0;0;0;0;0;0;0;0;0;1941;0;0;0;x;4659;407;-1;2766;-1;1487;-1;930;-1;488;-1;4;634.4;1327;788;-1;0;-1;61;-1;97;-1;129;-1;19;-1;0;-1;0;-1;7;354.3;-1;45.5;-1
Braganca;18028;516;797;0;0;0;0;0;0;395;0;0;0;10840;0;0;0;0;0;0;0;0;0;0;0;0;0;5153;0;0;0;x;33900;3915;-1;21909;-1;8076;-1;4022;-1;4749;-1;69;749.5;9787;2895;-1;23;-1;1079;-1;848;-1;1918;-1;283;-1;93;-1;41;-1;85;1616.5;-1;253.2;-1
Macedo de Cavaleiros;10673;123;0;0;0;0;0;0;0;166;0;0;0;0;4909;0;0;0;0;0;0;0;0;0;0;0;0;5475;0;0;0;x;14802;1464;-1;8840;-1;4498;-1;2323;-1;1616;-1;26;692.5;4141;1770;-1;0;-1;229;-1;268;-1;812;-1;92;-1;36;-1;0;-1;26;815.5;-1;97.6;-1
Miranda do Douro;5102;0;0;0;0;0;0;0;0;57;0;0;0;0;2411;0;0;0;0;0;0;0;0;0;0;0;0;2634;0;0;0;x;7084;625;-1;4148;-1;2311;-1;1322;-1;838;-1;10;689.2;1890;663;-1;0;-1;222;-1;175;-1;388;-1;41;-1;18;-1;11;-1;9;257.5;-1;34.2;-1
Mirandela;13838;0;781;0;0;0;0;0;0;271;0;0;0;5973;0;0;0;0;0;0;0;0;0;0;0;0;0;6813;0;0;0;x;22280;2459;-1;13826;-1;5995;-1;3292;-1;2861;-1;42;708.8;5606;1532;-1;0;-1;673;-1;333;-1;1275;-1;237;-1;56;-1;0;-1;42;1584.1;-1;244;-1
Mogadouro;6771;0;0;0;0;0;0;0;0;69;0;0;0;0;3064;0;0;0;0;0;0;0;0;0;0;0;0;3638;0;0;0;x;8745;803;-1;4958;-1;2984;-1;1830;-1;912;-1;8;664.1;2379;1203;-1;0;-1;115;-1;143;-1;422;-1;61;-1;12;-1;0;-1;13;517.2;-1;69.1;-1
Vila Flor;4486;360;0;0;0;0;0;0;0;49;0;0;0;0;1856;0;0;0;0;0;0;0;0;0;0;0;0;2221;0;0;0;x;6206;598;-1;3760;-1;1849;-1;1068;-1;647;-1;7;631.2;1777;922;-1;0;-1;102;-1;84;-1;274;-1;46;-1;0;-1;0;-1;9;427.3;-1;53.6;-1
Vimioso;3425;0;0;54;0;0;0;0;0;53;0;0;0;2052;0;0;0;0;0;0;0;0;0;0;0;0;0;1266;0;0;0;x;4213;419;-1;2276;-1;1519;-1;991;-1;362;-1;9;622.9;856;351;-1;0;-1;103;-1;79;-1;159;-1;16;-1;10;-1;0;-1;6;186.3;-1;27.1;-1
Vinhais;7048;0;0;0;0;0;0;0;0;55;0;0;0;0;3460;0;0;0;0;0;0;0;0;0;0;0;0;3533;0;0;0;x;8197;607;-1;4248;-1;3342;-1;1779;-1;731;-1;7;640.4;2180;1316;-1;0;-1;119;-1;134;-1;240;-1;52;-1;11;-1;0;-1;6;448.3;-1;51.4;-1
Alcobaa;25064;805;4145;0;0;0;0;0;0;2076;0;0;0;11956;0;0;0;0;0;0;0;0;0;0;0;0;0;5866;0;0;0;x;54846;6808;-1;36010;-1;12029;-1;5701;-1;7184;-1;171;740.2;18512;1446;-1;293;-1;5774;-1;1593;-1;4500;-1;930;-1;117;-1;40;-1;158;1768.8;-1;252.4;-1
Alenquer;16614;903;0;0;0;0;0;0;0;2470;0;0;0;0;3862;0;0;0;0;0;0;0;0;0;0;0;0;9379;0;0;0;x;43212;6812;-1;28310;-1;8090;-1;4111;-1;6173;-1;108;881.5;12535;1008;-1;0;-1;4005;-1;837;-1;2582;-1;951;-1;62;-1;27;-1;191;1406.8;-1;138.3;-1
Arruda dos Vinhos;6478;0;92;0;0;0;0;0;0;328;0;0;0;1291;0;0;0;0;0;0;0;0;0;0;0;0;0;4767;0;0;0;x;14589;2430;-1;9406;-1;2754;-1;1039;-1;1957;-1;53;846.3;4254;201;-1;0;-1;703;-1;215;-1;889;-1;235;-1;22;-1;0;-1;63;384.1;-1;39.7;-1
Bombarral;6070;0;0;0;0;0;0;87;0;501;0;0;0;0;2369;0;0;0;0;0;0;0;0;0;0;0;0;3113;0;0;0;x;12636;1596;-1;8085;-1;2955;-1;1458;-1;1550;-1;26;701.2;3593;715;-1;0;-1;463;-1;310;-1;1210;-1;186;-1;31;-1;0;-1;23;448.3;-1;42;-1
Cadaval;6663;0;305;0;0;0;0;0;0;404;0;0;0;4241;0;0;0;0;0;0;0;0;0;0;0;0;0;1713;0;0;0;x;13809;1770;-1;8384;-1;3655;-1;1823;-1;1671;-1;20;697.7;3440;914;-1;0;-1;423;-1;231;-1;991;-1;192;-1;19;-1;14;-1;39;515.3;-1;57.2;-1
Caldas da Rainha;20616;1201;1809;0;0;0;0;0;0;925;0;0;0;11405;0;0;0;0;0;0;0;0;0;0;0;0;0;5276;0;0;0;x;51550;6916;-1;33638;-1;10997;-1;4697;-1;7513;-1;147;752.6;16198;1030;-1;0;-1;2172;-1;1050;-1;3718;-1;2742;-1;129;-1;47;-1;152;1929;-1;219.5;-1
Lourinha;11899;0;0;1157;0;0;0;0;0;595;0;0;0;4083;0;0;0;0;0;0;0;0;0;0;0;0;0;5998;0;0;0;x;25624;3735;-1;16844;-1;5046;-1;2945;-1;3179;-1;37;706.5;7260;1913;-1;0;-1;852;-1;710;-1;1488;-1;432;-1;41;-1;37;-1;87;870.1;-1;103.2;-1
Nazare;6791;257;0;0;179;0;0;0;0;507;0;0;0;1801;0;0;0;0;0;0;0;0;0;0;0;0;0;4047;0;0;0;x;14386;1991;-1;9218;-1;3178;-1;1406;-1;1913;-1;40;704.8;3922;224;-1;0;-1;740;-1;200;-1;778;-1;348;-1;28;-1;0;-1;29;551.7;-1;72.3;-1
Obidos;5786;210;98;0;0;0;0;0;0;358;0;0;0;2957;0;0;0;0;0;0;0;0;0;0;0;0;0;2163;0;0;0;x;11634;1547;-1;7320;-1;2768;-1;1370;-1;1457;-1;56;789.3;3664;512;-1;0;-1;334;-1;372;-1;838;-1;231;-1;13;-1;11;-1;34;390;-1;36;-1
Peniche;12083;0;135;0;0;0;4053;0;0;1898;0;0;0;3643;0;0;0;0;0;0;0;0;0;0;0;0;0;2354;0;0;0;x;26921;3900;-1;17235;-1;5787;-1;2850;-1;3158;-1;57;737.2;6937;833;-1;0;-1;1639;-1;564;-1;1450;-1;312;-1;49;-1;13;-1;48;1089.9;-1;125.4;-1
Sobral de Monte Agrao;4639;0;0;0;0;0;0;0;0;2435;0;0;0;0;937;0;0;0;0;0;0;0;0;0;0;0;0;1267;0;0;0;x;10263;1550;-1;6886;-1;1827;-1;951;-1;1324;-1;20;717.4;2691;171;-1;0;-1;643;-1;252;-1;663;-1;279;-1;20;-1;0;-1;32;308.3;-1;34.8;-1
Torres Vedras;34695;1149;0;0;0;0;1154;0;0;2450;0;0;0;0;11382;0;0;0;0;0;0;0;0;0;0;0;0;18560;0;0;0;x;78845;11351;-1;51360;-1;16134;-1;7616;-1;10130;-1;232;778.4;26981;3069;-1;0;-1;5807;-1;2380;-1;6581;-1;1559;-1;154;-1;78;-1;330;3181;-1;379.3;-1
Agueda;23863;376;1330;0;0;0;10985;0;0;381;0;0;0;4837;0;0;0;0;0;0;0;0;0;0;0;0;0;5954;0;0;0;x;46713;5876;-1;30534;-1;10303;-1;4116;-1;5589;-1;120;798.1;19213;546;-1;65;-1;10056;-1;943;-1;3924;-1;704;-1;118;-1;30;-1;93;1574;-1;213.7;-1
Albergaria-a-Velha;13406;212;8408;0;0;0;0;74;0;227;0;0;0;3617;0;0;0;0;0;0;0;0;0;0;0;0;0;868;0;0;0;x;24412;3247;-1;16329;-1;4837;-1;2092;-1;2783;-1;63;804.1;8697;454;-1;0;-1;3871;-1;725;-1;1531;-1;324;-1;50;-1;0;-1;42;895.6;-1;138.7;-1
Anadia;14115;0;696;0;0;0;8462;0;0;668;0;0;0;4289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;27899;3117;-1;17573;-1;7210;-1;3342;-1;3287;-1;62;780.7;8988;975;-1;0;-1;3616;-1;706;-1;1346;-1;473;-1;53;-1;15;-1;47;904;-1;106;-1
Aveiro;32397;2357;0;0;0;0;0;0;1139;1398;0;0;0;0;0;0;0;16787;0;0;0;0;0;0;0;0;0;10716;0;0;0;x;77062;10845;-1;51576;-1;14642;-1;4769;-1;10510;-1;300;926.7;28309;571;-1;11;-1;7319;-1;1343;-1;5349;-1;2793;-1;334;-1;0;-1;219;3538.2;-1;390.6;-1
Estarreja;11868;0;0;0;0;0;0;0;0;934;0;0;0;0;7256;0;0;0;0;0;0;0;0;0;0;0;0;3678;0;0;0;x;26290;3478;-1;17330;-1;5483;-1;2402;-1;2878;-1;40;862.4;7794;413;-1;0;-1;2447;-1;606;-1;1517;-1;612;-1;61;-1;0;-1;34;1130.7;-1;170.8;-1
Ilhavo;14772;640;0;0;0;0;0;0;0;460;0;0;0;7338;0;0;0;0;0;0;0;0;0;0;0;0;0;5531;0;0;0;x;38387;5428;-1;25909;-1;7051;-1;2602;-1;4761;-1;85;839.5;11867;1224;-1;49;-1;5151;-1;540;-1;1604;-1;710;-1;71;-1;0;-1;74;1677.6;-1;204.4;-1
Murtosa;4646;0;281;0;0;0;0;0;0;96;0;0;0;3516;0;0;0;0;0;0;0;0;0;0;0;0;0;753;0;0;0;x;10374;1537;-1;6682;-1;2156;-1;1199;-1;880;-1;8;673;2374;443;-1;0;-1;651;-1;210;-1;354;-1;149;-1;20;-1;0;-1;13;340.2;-1;47.9;-1
Oliveira do Bairro;10790;0;4756;0;0;0;2080;0;0;225;0;0;0;3729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;23704;3410;-1;15413;-1;4881;-1;2341;-1;2628;-1;53;783.7;8559;400;-1;0;-1;3758;-1;593;-1;1917;-1;380;-1;51;-1;24;-1;58;745.7;-1;104.9;-1
Ovar;26586;939;1210;0;0;0;0;0;0;1159;0;0;0;18094;0;0;0;0;0;0;0;0;0;0;0;0;0;5184;0;0;0;x;54544;7210;-1;37507;-1;9828;-1;3949;-1;7022;-1;138;783.3;18370;387;-1;3;-1;7988;-1;847;-1;3821;-1;1443;-1;96;-1;9;-1;124;2903.3;-1;347.2;-1
Sever do Vouga;7305;0;1194;0;0;0;0;0;0;111;0;0;0;2435;0;0;0;0;0;0;0;0;0;0;0;0;0;3565;0;0;0;x;11777;1319;-1;7514;-1;2945;-1;1212;-1;1381;-1;27;780.1;3858;286;-1;4;-1;1681;-1;444;-1;659;-1;86;-1;26;-1;0;-1;27;419.6;-1;49.5;-1
Vagos;11417;0;2059;0;0;0;0;0;0;183;0;0;0;8181;0;0;0;0;0;0;0;0;0;0;0;0;0;994;0;0;0;x;22873;3114;-1;14946;-1;4813;-1;2666;-1;2486;-1;47;748.7;6919;380;-1;0;-1;2519;-1;496;-1;1409;-1;697;-1;39;-1;30;-1;55;662.3;-1;90;-1
Arganil;6814;0;0;0;0;0;0;0;0;306;0;0;0;3417;0;0;0;0;0;0;0;0;0;0;0;0;0;3091;0;0;0;x;11375;1152;-1;7032;-1;3191;-1;1952;-1;1249;-1;17;670.6;2526;149;-1;0;-1;687;-1;440;-1;530;-1;96;-1;18;-1;19;-1;20;460.8;-1;81.9;-1
Cantanhede;17307;0;404;0;0;0;0;0;0;714;0;0;0;11270;0;0;0;0;0;0;0;0;0;0;0;0;0;4919;0;0;0;x;35742;4171;-1;22310;-1;9262;-1;4846;-1;4096;-1;68;805.1;11365;1395;-1;48;-1;2941;-1;1193;-1;2488;-1;640;-1;84;-1;41;-1;64;1288;-1;139;-1
Coimbra;65125;0;0;0;0;0;15775;0;1096;5670;0;0;201;0;0;0;18151;0;0;0;0;0;0;0;0;0;0;24232;0;0;0;x;134463;16842;-1;85169;-1;32452;-1;9331;-1;21230;-1;439;900.6;40201;1028;-1;11;-1;3178;-1;2582;-1;8589;-1;3112;-1;497;-1;42;-1;497;6817.3;-1;847.6;-1
Condeixa-a-Nova;7469;643;0;0;0;0;0;0;0;530;0;0;0;1702;0;0;0;0;0;0;0;0;0;0;0;0;0;4594;0;0;0;x;17441;2586;-1;11490;-1;3366;-1;1705;-1;2438;-1;32;735.2;3566;131;-1;10;-1;729;-1;248;-1;658;-1;284;-1;27;-1;0;-1;33;578.8;-1;65;-1
Figueira da Foz;26563;1230;0;0;0;0;0;703;0;1846;0;0;0;8074;0;0;0;0;0;0;0;0;0;0;0;0;0;14199;0;0;0;x;60186;7388;-1;38151;-1;14647;-1;6642;-1;8623;-1;132;874.2;17766;1020;-1;39;-1;4347;-1;2163;-1;3075;-1;1491;-1;134;-1;16;-1;154;3242.8;-1;347.1;-1
Gois;2669;0;0;0;0;0;852;0;0;19;0;0;0;0;803;0;0;0;0;0;0;0;0;0;0;0;0;995;0;0;0;x;3961;407;-1;2326;-1;1229;-1;830;-1;393;-1;5;620.8;874;0;-1;0;-1;126;-1;232;-1;166;-1;43;-1;0;-1;0;-1;3;167.6;-1;29.9;-1
Lousa;7718;423;0;0;0;0;0;0;0;279;0;0;0;1634;0;0;0;0;0;0;0;0;0;0;0;0;0;5382;0;0;0;x;17216;2623;-1;11383;-1;3211;-1;1314;-1;2466;-1;38;744.7;3734;0;-1;0;-1;1097;-1;394;-1;752;-1;302;-1;30;-1;0;-1;34;771;-1;110.8;-1
Mealhada;8919;632;0;0;0;0;0;0;0;617;0;0;0;0;0;0;3156;0;0;0;0;0;0;0;0;0;0;4514;0;0;0;x;20128;2542;-1;13022;-1;4564;-1;1807;-1;2644;-1;36;739.1;5992;395;-1;0;-1;1078;-1;370;-1;999;-1;434;-1;39;-1;23;-1;46;646.7;-1;84.6;-1
Mira;7142;0;32;0;0;0;344;0;0;52;0;0;0;4483;0;0;0;0;0;0;0;0;0;0;0;0;0;2231;0;0;0;x;12064;1425;-1;7555;-1;3084;-1;1664;-1;1340;-1;30;711.9;3253;356;-1;0;-1;766;-1;293;-1;836;-1;113;-1;18;-1;0;-1;28;524.8;-1;54.3;-1
Miranda do Corvo;6742;187;0;0;0;0;0;0;0;460;0;0;0;0;2534;0;0;0;0;0;0;0;0;0;0;0;0;3561;0;0;0;x;12853;1420;-1;8602;-1;2832;-1;1366;-1;1640;-1;16;661.1;2228;264;-1;0;-1;139;-1;394;-1;583;-1;167;-1;15;-1;0;-1;21;437.1;-1;64.9;-1
Montemor-o-Velho;13473;199;0;0;0;0;0;0;0;951;0;0;0;0;4626;0;0;0;0;0;0;0;0;0;0;0;0;7254;0;0;0;x;25624;3141;-1;16441;-1;6043;-1;3265;-1;3402;-1;39;681.4;5108;0;-1;0;-1;716;-1;643;-1;834;-1;358;-1;25;-1;40;-1;33;1228.8;-1;130.9;-1
Mort_gua;5391;0;122;0;0;0;0;0;0;36;0;0;0;2681;0;0;0;0;0;0;0;0;0;0;0;0;0;2552;0;0;0;x;9130;935;-1;5552;-1;2644;-1;1437;-1;934;-1;17;758;3375;581;-1;0;-1;1060;-1;412;-1;527;-1;175;-1;25;-1;0;-1;10;247.9;-1;37.9;-1
Oliveira do Hospital;11641;0;0;0;821;0;0;0;0;263;0;0;0;2157;0;0;0;0;0;0;0;0;0;0;0;0;0;8400;0;0;0;x;19876;2253;-1;12547;-1;5076;-1;2695;-1;2123;-1;50;659.5;5461;193;-1;18;-1;1778;-1;1019;-1;1143;-1;163;-1;35;-1;26;-1;32;840.4;-1;148.3;-1
Pampilhosa da Serra;2401;0;0;0;0;0;0;0;0;87;0;0;0;1977;0;0;0;0;0;0;0;0;0;0;0;0;0;337;0;0;0;x;4128;299;-1;2166;-1;1663;-1;1213;-1;350;-1;8;679.8;506;54;-1;0;-1;41;-1;143;-1;100;-1;7;-1;9;-1;0;-1;7;126;-1;15;-1
Penacova;8280;0;123;0;0;0;0;0;0;407;0;0;0;3061;0;0;0;0;0;0;0;0;0;0;0;0;0;4689;0;0;0;x;14300;1518;-1;8916;-1;3867;-1;2163;-1;1437;-1;18;687.7;2945;162;-1;0;-1;275;-1;686;-1;665;-1;153;-1;20;-1;0;-1;27;443.5;-1;70.8;-1
Penela;3038;0;0;0;0;0;0;0;0;128;0;0;0;2029;0;0;0;0;0;0;0;0;0;0;0;0;0;881;0;0;0;x;5584;630;-1;3307;-1;1648;-1;916;-1;632;-1;10;677.5;1679;144;-1;0;-1;350;-1;208;-1;255;-1;174;-1;0;-1;0;-1;16;174.5;-1;28.1;-1
Soure;9051;0;0;0;0;0;0;0;0;1255;0;0;0;0;0;0;0;2071;0;0;0;0;0;0;0;0;0;5725;0;0;0;x;17913;1970;-1;10708;-1;5236;-1;3205;-1;2579;-1;18;698.4;3059;270;-1;47;-1;696;-1;243;-1;715;-1;141;-1;21;-1;10;-1;26;619.3;-1;83.2;-1
T_bua;6786;0;157;0;0;0;0;0;0;380;0;0;0;2457;0;0;0;0;0;0;0;0;0;0;0;0;0;3792;0;0;0;x;11675;1430;-1;7496;-1;2749;-1;1575;-1;1201;-1;16;616.3;4418;153;-1;4;-1;2738;-1;279;-1;508;-1;74;-1;16;-1;0;-1;28;478.2;-1;64.3;-1
Vila Nova de Poiares;3618;0;0;0;0;0;0;0;0;72;0;0;0;992;0;0;0;0;0;0;0;0;0;0;0;0;0;2554;0;0;0;x;7033;927;-1;4788;-1;1319;-1;803;-1;867;-1;8;688.6;2347;77;-1;0;-1;570;-1;124;-1;984;-1;112;-1;0;-1;0;-1;16;303.4;-1;60.8;-1
Alvai_zere;4019;0;519;0;0;0;0;0;0;43;0;0;0;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;1353;0;0;0;x;6842;650;-1;3992;-1;2201;-1;1364;-1;708;-1;8;623;1965;185;-1;0;-1;233;-1;324;-1;423;-1;28;-1;12;-1;0;-1;12;265;-1;38;-1
Ansiæo;7028;0;205;0;0;0;0;0;0;187;0;0;0;2961;0;0;0;0;0;0;0;0;0;0;0;0;0;3675;0;0;0;x;12512;1348;-1;7793;-1;3371;-1;2027;-1;1566;-1;21;692;3476;156;-1;0;-1;776;-1;590;-1;774;-1;116;-1;24;-1;11;-1;28;517.2;-1;78.3;-1
Batalha;7221;0;968;0;0;0;0;0;0;294;0;0;0;4343;0;0;0;0;0;0;0;0;0;0;0;0;0;1616;0;0;0;x;15839;2239;-1;10439;-1;3162;-1;1478;-1;2013;-1;49;753.9;7088;209;-1;83;-1;1943;-1;1163;-1;1761;-1;376;-1;32;-1;0;-1;50;441;-1;59;-1
Castanheira de Pra;1914;0;0;90;0;0;0;0;0;23;0;0;0;937;0;0;0;0;0;0;0;0;0;0;0;0;0;864;0;0;0;x;2769;243;-1;1582;-1;945;-1;518;-1;294;-1;2;787.9;632;37;-1;0;-1;197;-1;43;-1;111;-1;52;-1;0;-1;0;-1;3;174.3;-1;21.3;-1
Figueiro dos Vinhos;3905;0;0;0;0;0;795;0;0;26;0;0;0;0;1197;0;0;0;0;0;0;0;0;0;0;0;0;1887;0;0;0;x;5784;555;-1;3403;-1;1827;-1;1037;-1;634;-1;14;687.4;1072;100;-1;0;-1;137;-1;179;-1;283;-1;37;-1;0;-1;0;-1;9;337.8;-1;45.5;-1
Leiria;58368;1689;3119;0;0;0;0;0;1359;1488;0;0;207;0;0;0;0;0;0;16724;0;0;0;0;0;0;0;33782;0;0;0;x;125622;17600;-1;83975;-1;24047;-1;10931;-1;17851;-1;480;821.2;49221;1589;-1;226;-1;12362;-1;6721;-1;11226;-1;3350;-1;401;-1;93;-1;365;4124.7;-1;535;-1
Marinha Grande;15828;815;0;0;0;0;4991;0;0;4129;0;0;0;0;0;0;0;0;0;818;0;0;0;0;0;0;0;4940;0;0;0;x;38587;5412;-1;24988;-1;8188;-1;3198;-1;5809;-1;99;950.6;14786;83;-1;0;-1;7339;-1;401;-1;2394;-1;1045;-1;81;-1;0;-1;92;1444.3;-1;179.2;-1
Pedrogao Grande;2247;0;31;0;0;0;0;0;0;33;0;0;0;885;0;0;0;0;0;0;0;0;0;0;0;0;0;1298;0;0;0;x;3539;384;-1;2064;-1;1092;-1;697;-1;392;-1;6;659.7;895;90;-1;0;-1;246;-1;56;-1;189;-1;50;-1;0;-1;0;-1;6;162.6;-1;28;-1
Pombal;24793;612;1689;0;0;0;6722;233;0;323;0;0;0;12154;0;0;0;0;0;0;0;0;0;0;0;0;0;3060;0;0;0;x;53288;6656;-1;33912;-1;12721;-1;8928;-1;6453;-1;132;745.3;17587;678;-1;254;-1;3592;-1;3483;-1;3719;-1;636;-1;118;-1;87;-1;126;1573;-1;235;-1
Porto de Mos;12170;0;0;0;0;0;3151;0;0;346;0;0;0;4767;0;0;0;0;0;0;0;0;0;0;0;0;0;3906;0;0;0;x;23713;3130;-1;15396;-1;5187;-1;2569;-1;2801;-1;60;766;7846;356;-1;355;-1;2767;-1;816;-1;1437;-1;288;-1;56;-1;31;-1;55;831.9;-1;123.4;-1
Aguiar da Beira;4016;0;82;0;0;0;2081;0;0;29;0;0;0;1824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;4987;445;-1;3195;-1;1348;-1;1236;-1;514;-1;11;604;1416;290;-1;26;-1;168;-1;202;-1;376;-1;14;-1;13;-1;0;-1;8;180.3;-1;28.6;-1
Carregal do Sal;4959;0;0;0;0;0;0;0;0;115;0;0;0;1922;0;0;0;0;0;0;0;0;0;0;0;0;0;2544;0;0;0;x;9526;1171;-1;5926;-1;2430;-1;1317;-1;993;-1;16;703.2;2559;191;-1;0;-1;929;-1;241;-1;369;-1;97;-1;16;-1;0;-1;15;375.5;-1;43.8;-1
Castro Daire;9214;0;0;0;0;0;0;0;0;221;0;0;0;0;4768;0;0;0;0;0;0;0;0;0;0;0;0;4225;0;0;0;x;14448;1692;-1;8722;-1;4035;-1;2765;-1;1262;-1;18;638.6;2836;323;-1;76;-1;419;-1;391;-1;765;-1;72;-1;27;-1;5;-1;25;786.5;-1;126.2;-1
Mangualde;10418;0;0;0;0;0;0;0;0;415;0;0;0;2376;0;0;0;0;0;0;0;0;0;0;0;0;0;7627;0;0;0;x;19145;2410;-1;12008;-1;4728;-1;2272;-1;2135;-1;37;738.6;6954;446;-1;70;-1;2448;-1;374;-1;1068;-1;140;-1;39;-1;0;-1;23;941.3;-1;137.3;-1
Nelas;7869;0;2065;0;0;0;467;0;0;127;0;0;0;1187;0;0;0;0;0;0;0;0;0;0;0;0;0;4023;0;0;0;x;13413;1693;-1;8287;-1;3434;-1;1529;-1;1601;-1;14;804;3588;345;-1;0;-1;1426;-1;336;-1;548;-1;145;-1;31;-1;0;-1;45;539.9;-1;76.4;-1
Oliveira de Frades;5934;0;0;0;0;0;0;0;0;163;0;0;0;0;2475;0;0;0;0;0;0;0;0;0;0;0;0;427;0;0;0;x;10030;1356;-1;6516;-1;2158;-1;1041;-1;1132;-1;27;865.9;5536;553;-1;0;-1;2500;-1;745;-1;949;-1;113;-1;22;-1;0;-1;29;362.3;-1;55.3;-1
Penalva do Castelo;5042;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;1307;0;0;0;0;0;0;0;0;0;0;3585;0;0;0;x;7440;788;-1;4495;-1;2157;-1;1509;-1;640;-1;7;639;1588;419;-1;38;-1;131;-1;359;-1;219;-1;23;-1;0;-1;0;-1;6;394.2;-1;44.1;-1
Santa Comba Dao;5812;0;0;0;0;0;0;0;0;179;0;0;0;0;2040;0;0;0;0;0;0;0;0;0;0;0;0;3593;0;0;0;x;10831;1242;-1;6636;-1;2953;-1;1432;-1;1255;-1;16;705.1;2378;168;-1;0;-1;490;-1;342;-1;463;-1;256;-1;0;-1;0;-1;14;434.5;-1;57.8;-1
Sao Pedro do Sul;10290;0;0;0;0;0;0;0;0;258;0;0;0;3525;0;0;0;0;0;0;0;0;0;0;0;0;0;6507;0;0;0;x;15970;1798;-1;9736;-1;4437;-1;2341;-1;1779;-1;32;630.7;3409;513;-1;0;-1;681;-1;390;-1;685;-1;153;-1;23;-1;21;-1;22;746.8;-1;121.2;-1
